0,0.32700,0.58250
0,0.38500,0.59400
0,0.35550,0.60950
0,0.33800,0.55250
0,0.36100,0.63100
0,0.33900,0.58200
0,0.34250,0.58450
0,0.37900,0.60650
0,0.34150,0.56300
0,0.35150,0.57800
0,0.34000,0.58200
0,0.33450,0.55850
0,0.33700,0.58100
0,0.36700,0.60500
0,0.36350,0.61700
0,0.35600,0.62600
0,0.37750,0.61650
0,0.34300,0.54950
0,0.33150,0.59150
0,0.34150,0.60450
0,0.34550,0.61900
0,0.33250,0.57500
0,0.35850,0.61000
0,0.35250,0.56800
0,0.33900,0.58000
0,0.32750,0.56300
0,0.35450,0.59000
0,0.36150,0.61150
0,0.35200,0.57400
0,0.34050,0.57300
0,0.35550,0.61100
0,0.33950,0.60650
0,0.34250,0.55650
0,0.34450,0.56850
0,0.33050,0.56000
0,0.33950,0.59300
0,0.33900,0.63100
0,0.33900,0.55950
0,0.33400,0.58550
0,0.35050,0.63800
0,0.33050,0.56850
0,0.34850,0.57700
0,0.34400,0.57300
0,0.35650,0.59250
0,0.36150,0.59850
0,0.36600,0.57800
0,0.34500,0.60000
0,0.34900,0.53150
0,0.37750,0.61200
0,0.36500,0.59650
0,0.36650,0.59750
0,0.36500,0.59500
0,0.34050,0.63250
0,0.34700,0.63450
0,0.35750,0.57250
0,0.32800,0.57450
0,0.33900,0.58000
0,0.34400,0.62700
0,0.35600,0.59650
0,0.35350,0.55250
0,0.35500,0.62400
0,0.36800,0.60650
0,0.40050,0.59150
0,0.36650,0.56100
0,0.33450,0.56100
0,0.37200,0.60200
0,0.37300,0.59400
0,0.38700,0.58550
0,0.33950,0.56750
0,0.37750,0.59900
0,0.36000,0.62850
0,0.36550,0.62750
0,0.33850,0.62450
0,0.35400,0.59600
0,0.34500,0.60000
0,0.33500,0.61450
0,0.34450,0.56650
0,0.35000,0.59650
0,0.33550,0.57500
0,0.31100,0.56100
0,0.35150,0.59200
0,0.32600,0.56200
0,0.34550,0.61450
0,0.38000,0.61100
0,0.33100,0.58650
0,0.32200,0.58200
0,0.36150,0.58700
0,0.30650,0.60600
0,0.34250,0.61100
0,0.35600,0.60400
0,0.35050,0.56000
0,0.35250,0.60150
0,0.37250,0.62400
0,0.35550,0.58050
0,0.35900,0.61700
0,0.34250,0.59100
0,0.36550,0.60500
0,0.38550,0.59700
0,0.37100,0.61900
0,0.36850,0.62350
1,1.06250,0.34550
1,1.15500,0.33550
1,1.15950,0.34350
1,1.09250,0.35050
1,1.13400,0.33250
1,1.11700,0.34450
1,1.09850,0.34900
1,1.08800,0.35250
1,1.11300,0.33850
1,1.09400,0.34800
1,1.12700,0.34650
1,1.10850,0.34350
1,1.08000,0.34150
1,1.12750,0.35850
1,1.09200,0.34550
1,1.08950,0.35550
1,1.14450,0.37200
1,1.12550,0.33200
1,1.08950,0.32350
1,1.07750,0.33350
1,1.10900,0.32300
1,1.07800,0.36600
1,1.13300,0.33800
1,1.18050,0.35050
1,1.09850,0.34900
1,1.11200,0.34750
1,1.13700,0.36500
1,1.10600,0.36350
1,1.10000,0.35050
1,1.09400,0.33100
1,1.10300,0.34950
1,1.14200,0.34300
1,1.11550,0.35050
1,1.05600,0.35050
1,1.05500,0.32100
1,1.08450,0.34150
1,1.15350,0.37600
1,1.15200,0.37400
1,1.13500,0.37100
1,1.06300,0.32650
1,1.11900,0.33750
1,1.08000,0.33100
1,1.13650,0.36350
1,1.08900,0.34000
1,1.15100,0.35300
1,1.14250,0.36100
1,1.09750,0.34550
1,1.15900,0.32850
1,1.09050,0.32400
1,1.12300,0.33700
1,1.12650,0.35100
1,1.08200,0.33750
1,1.06000,0.31800
1,1.11100,0.35650
1,1.08100,0.31050
1,1.09750,0.35750
1,1.12850,0.33100
1,1.05700,0.34350
1,1.11400,0.36100
1,1.12400,0.35550
1,1.10750,0.34600
1,1.05900,0.33150
1,1.13400,0.32700
1,1.11600,0.32700
1,1.07800,0.32650
1,1.09500,0.34650
1,1.12350,0.34000
1,1.11750,0.34950
1,1.10850,0.34450
1,1.04950,0.34350
1,1.14500,0.35250
1,1.09150,0.33900
1,1.04350,0.32150
1,1.11200,0.35950
1,1.05800,0.34450
1,1.09750,0.34800
1,1.10500,0.37750
1,1.06800,0.33600
1,1.13600,0.33950
1,1.04400,0.32850
1,1.09200,0.33750
1,1.11200,0.35450
1,1.10300,0.36350
1,1.12200,0.33600
1,1.11400,0.33450
1,1.13100,0.37150
1,1.11950,0.33450
1,1.08450,0.34950
1,1.04850,0.33500
1,1.12450,0.32550
1,1.04500,0.34000
1,1.10650,0.35500
1,1.06900,0.33550
1,1.14700,0.35200
1,1.07200,0.35800
1,1.12250,0.35400
1,1.10800,0.32150
1,1.08350,0.34200
1,1.10450,0.35200
1,1.07800,0.33800
